X,CH1,Start,Increment,
Sequence,Volt,-1.198000e+01,2.000000e-02
0,2.08e-02,
1,1.66e-02,
2,2.08e-02,
3,1.66e-02,
4,2.08e-02,
5,1.66e-02,
6,2.08e-02,
7,1.66e-02,
8,2.08e-02,
9,1.66e-02,
10,2.08e-02,
11,1.66e-02,
12,2.08e-02,
13,1.66e-02,
14,2.08e-02,
15,1.66e-02,
16,2.08e-02,
17,1.66e-02,
18,2.08e-02,
19,1.66e-02,
20,2.08e-02,
21,1.66e-02,
22,2.08e-02,
23,1.66e-02,
24,2.08e-02,
25,1.66e-02,
26,2.08e-02,
27,1.66e-02,
28,2.08e-02,
29,1.66e-02,
30,2.08e-02,
31,1.66e-02,
32,2.08e-02,
33,1.66e-02,
34,2.08e-02,
35,1.66e-02,
36,2.08e-02,
37,1.66e-02,
38,1.66e-02,
39,2.08e-02,
40,2.08e-02,
41,1.66e-02,
42,2.08e-02,
43,1.66e-02,
44,2.08e-02,
45,1.66e-02,
46,2.08e-02,
47,1.66e-02,
48,2.08e-02,
49,1.66e-02,
50,2.08e-02,
51,1.66e-02,
52,2.08e-02,
53,1.66e-02,
54,2.08e-02,
55,1.66e-02,
56,2.08e-02,
57,1.66e-02,
58,2.08e-02,
59,1.66e-02,
60,2.08e-02,
61,1.66e-02,
62,2.08e-02,
63,1.66e-02,
64,2.08e-02,
65,1.66e-02,
66,2.08e-02,
67,1.66e-02,
68,2.08e-02,
69,1.66e-02,
70,2.08e-02,
71,1.66e-02,
72,2.08e-02,
73,1.66e-02,
74,2.08e-02,
75,1.66e-02,
76,2.08e-02,
77,1.66e-02,
78,2.08e-02,
79,1.66e-02,
80,2.08e-02,
81,1.66e-02,
82,2.08e-02,
83,1.66e-02,
84,2.08e-02,
85,1.66e-02,
86,2.08e-02,
87,1.66e-02,
88,2.08e-02,
89,1.66e-02,
90,2.08e-02,
91,1.66e-02,
92,2.08e-02,
93,1.66e-02,
94,2.08e-02,
95,1.66e-02,
96,2.08e-02,
97,1.25e-02,
98,2.08e-02,
99,1.66e-02,
100,2.08e-02,
101,1.66e-02,
102,2.08e-02,
103,1.66e-02,
104,2.08e-02,
105,1.66e-02,
106,2.08e-02,
107,1.66e-02,
108,2.08e-02,
109,1.66e-02,
110,2.08e-02,
111,1.66e-02,
112,2.08e-02,
113,1.66e-02,
114,2.08e-02,
115,1.66e-02,
116,2.08e-02,
117,1.66e-02,
118,2.08e-02,
119,1.66e-02,
120,2.08e-02,
121,1.25e-02,
122,2.08e-02,
123,1.66e-02,
124,2.08e-02,
125,1.66e-02,
126,2.08e-02,
127,1.66e-02,
128,2.08e-02,
129,1.66e-02,
130,2.08e-02,
131,1.66e-02,
132,2.08e-02,
133,1.66e-02,
134,2.08e-02,
135,1.66e-02,
